Nome,Preco,Preco Sem Desconto,EAN,SKU,Marca,Categoria,Desconto
Oxcarbazepina 600mg c\u002F60 cpr,94.36,175.29,7896422524773,26850,eurofarma-rx,Mais Medicamentos,0.46
Oxcarbazepina 300mg com 60 Comprimidos - Medley Genérico,58.23,89.89,7896422524766,26851,eurofarma-rx,Mais Medicamentos,0.35
Risperidona 3mg com 30 Comprimidos - Medley Genérico,16.25,63.72,7896422527460,23012,eurofarma-rx,Mais Medicamentos,0.74
Cloridrto de Memantina 10mg com 30 Comprimidos - Medley Genérico,23.26,75.55,7896422520591,20985,eurofarma-rx,Calmantes,0.69
Fumarato de Quetiapina 25mg com 30 Comprimidos - Medley Genérico,15.48,75.62,7896422500500,18536,eurofarma-rx,Mais Medicamentos,0.8
Fumarato de Quetiapina 100mg com 30 Comprimidos - Medley Genérico,55.9,280.98,7896422500531,18535,eurofarma-rx,Mais Medicamentos,0.8
Cloridrato de Amitriptilina 75mg com 30 Comprimidos - Medley Genérico,17.82,54.33,7896422524643,18529,eurofarma-rx,Calmantes,0.67
Bromazepam 3mg com 30 Comprimidos - Medley Genérico,6.71,23.96,7896422505963,17536,eurofarma-rx,Calmantes,0.72
"Alprazolam 0,25mg com 30 Comprimidos - Medley Genérico",6.7,12.36,7896422516990,17875,eurofarma-rx,Calmantes,0.46
Dicloridrato de Levocetirizina 5mg com 10 Comprimidos - Neo Química Genérico,18.74,35.2,7896714274010,3147,eurofarma-rx,Mais Medicamentos,0.47
Brometo de Ipratropio 20ml - Germed Genérico,4.86,18.07,7896004725437,24649,eurofarma-rx,Gripe e Resfriado,0.73
Rivaroxabana 20mg  Germed Genérico - 30 Comprimidos,9.41,220.65,7896004759296,23995,eurofarma-rx,Mais Medicamentos,0.96
Nitazoxanida 500mg com 6 Comprimidos - Germed Genérico,16.77,46.83,7896004774466,20419,eurofarma-rx,Mais Medicamentos,0.64
Ivermectina 6mg com 4 Comprimidos - Germed Genérico,8.46,33.66,7896004777801,20416,eurofarma-rx,Mais Medicamentos,0.75
Domperidona 10mg com 60 Comprimidos - Germed Genérico,8.93,39.85,7896004723594,19312,eurofarma-rx,Mais Medicamentos,0.78
Cetoprofeno 150mg com 10 Comprimidos - Germed Genérico,12.28,47.03,7896004752594,19309,eurofarma-rx,Anti-Inflamatórios,0.74
Espironolactona 100mg com 30 Comprimidos - Germed Genérico,31.42,55.06,7896004716152,19119,eurofarma-rx,Mais Medicamentos,0.43
"Cloridrato de Tansulosina 0,4mg com 30 Comprimidos - Germed Genérico",28.87,134.8,7896004752129,18567,eurofarma-rx,Mais Medicamentos,0.79
"Desonida 0,5mg Creme 30g - Germed Genérico",12.56,36.87,7896004711874,18569,eurofarma-rx,Alergias e Infecções,0.66
Clotrimazol 10mg Creme Vaginal 35g + 6 Aplicações - Germed Genérico,16.9,53.14,7896004711416,18420,eurofarma-rx,Mais Medicamentos,0.68
Cloridrato de Dorzolamida Uso Oftálmico 5ml - Germed Genérico,28.14,72.54,7896004726076,18417,eurofarma-rx,Mais Medicamentos,0.61
Esomeprazol Magnésio 20mg com 28 Comprimidos - Germed Genérico,28.84,137.8,7896004742083,18427,eurofarma-rx,Mais Medicamentos,0.79
Dipirona Monoidratada Gotas 10ml - Germed,2.81,6.93,7896004719115,18425,eurofarma-rx,Dor e Febre,0.59
"Bimatoprosta 0,3mg Uso Oftálimico 3ml - Germed Genérico",29.5,114.92,7896004724706,18218,eurofarma-rx,Mais Medicamentos,0.74
Valsartana 320mg com 30 Comprimidos - Germed Genérico,42.06,74.67,7896004732923,18214,eurofarma-rx,Mais Medicamentos,0.44
Nactali com 28 Comprimidos - Libbs,33.74,45.25,7896094208117,12228,eurofarma-rx,Mais Medicamentos,0.25
Velija 30mg com  30 Cápsulas - Libbs,58.31,74.36,7896094206298,12234,eurofarma-rx,Mais Medicamentos,0.22
Velija 60mg com 30 Cápsulas - Libbs,116.59,148.7,7896094206304,12233,eurofarma-rx,Mais Medicamentos,0.22
Plenance 20mg com 30 Comprimidos - Libs,120.7,152.98,7896094206137,12235,eurofarma-rx,Colesterol e Triglicerídeos,0.21
Stanglit 15mg com 30 Comprimidos - Libbs,67.92,84.94,7896094207745,12229,eurofarma-rx,Mais Medicamentos,0.2
Topison Pomada 20g - Libbs,60.51,68.76,7896094201774,11933,eurofarma-rx,Mais Medicamentos,0.12
"Tarfic 0,3mg Pomada 10g - Libbs",66.25,83.04,7896094206014,11793,eurofarma-rx,Mais Medicamentos,0.2
"Tarfic 1,0mg Pomada 30g - Libbs",135.31,166.27,7896094206045,11791,eurofarma-rx,Mais Medicamentos,0.19
"Tarfic 1,0mg Pomada 10g - Libbs",71.93,88.45,7896094206038,11792,eurofarma-rx,Mais Medicamentos,0.19
Siblima com 72 Comprimidos - Libbs,73.47,109.89,7896094208070,11262,eurofarma-rx,Mais Medicamentos,0.33
Reconter com Sabor 20mg 30ml - Libbs,122.1,174.24,7896094210370,10869,eurofarma-rx,Mais Medicamentos,0.3
Sumaxpro 500 + 50mg com 2 Comprimidos - Libbs,36.24,41.18,7896094208278,10767,eurofarma-rx,Mais Medicamentos,0.12
Iumi com 72 Comprimidos - Libbs,119.6,180.62,7896094208674,10733,eurofarma-rx,Mais Medicamentos,0.34
Nactali com 84 Comprimidos - Libbs,82.23,123.59,7896094208124,10732,eurofarma-rx,Mais Medicamentos,0.33
Naprix A 10\u002F10mg com 30 Comprimidos - Libbs,59.6,73.96,7896094202603,10120,eurofarma-rx,Mais Medicamentos,0.19
Cimetidina 200mg com 20 Comprimidos - Teuto Genérico,10.56,28.95,7896112119609,1602,eurofarma-rx,Mais Medicamentos,0.64
Propionato de Clobetasol Creme 30g - Teuto Genérico,6.55,23.97,7896112113584,1329,eurofarma-rx,Mais Medicamentos,0.73
Nistatina susp 50ml - Teuto generico,10.03,28.11,7896112105619,25220,eurofarma-rx,Mais Medicamentos,0.64
Donaren 50mg com 60 Comprimidos - Apsen,49.9,115.89,7896637022767,16820,eurofarma-rx,Mais Medicamentos,0.57
Donaren 100mg com 30 Comprimidos - Apsen,87.38,122.36,7896637023979,16821,eurofarma-rx,Mais Medicamentos,0.29
Flancox 400mg com 10 Comprimidos - Apsen,12.9,28.28,7896637023344,16536,eurofarma-rx,Mais Medicamentos,0.54
Flancox 400mg com 20 Comprimidos - Apsen,44.9,56.71,7896637022446,16535,eurofarma-rx,Mais Medicamentos,0.21
Inibina 10mg com 30 Comprimidos - Apsen,139.13,161.78,7896637024020,16278,eurofarma-rx,Mais Medicamentos,0.14
Labirin 24mg com 30 Comprimidos - Apsen,21.9,56.72,7896637028523,16221,eurofarma-rx,Mais Medicamentos,0.61
Labirin 16mg com 30 Comprimidos - Apsen,19.9,42.37,7896637028479,16222,eurofarma-rx,Mais Medicamentos,0.53
Labirin 8mg com 30 Comprimidos - Apsen,31.83,37.01,7896637028417,16220,eurofarma-rx,Mais Medicamentos,0.14
Litocit 5mg com 60 Comprimidos - Apsen,53.88,65.51,7896637022408,16109,eurofarma-rx,Mais Medicamentos,0.18
Litocit 10mg com 60 Comprimidos - Apsen,67.68,82.2,7896637022415,16110,eurofarma-rx,Mais Medicamentos,0.18
Lonium 40mg com 30 Cápsulas - Apsen,67.74,78.77,7896637023443,16087,eurofarma-rx,Mais Medicamentos,0.14
Meclin 25mg com 15 Comprimidos - Apsen,22.9,28.22,7896637023115,15985,eurofarma-rx,Mais Medicamentos,0.19
Meclin 50mg com 15 Comprimidos - Apsen,42.9,50.84,7896637023641,15984,eurofarma-rx,Mais Medicamentos,0.16
Miosan 10mg com 10 Comprimidos - Ache,11.9,22.34,7896637023665,15889,eurofarma-rx,Mais Medicamentos,0.47
Miosan Caf 10mg com 15 Comprimidos - Apsen,29.51,33.53,7896637025102,15888,eurofarma-rx,Mais Medicamentos,0.12
Malvona com 100ml - Megalabs,22.11,25.13,7896026170550,16016,eurofarma-rx,Gripe e Resfriado,0.12
Penetro Inalante - 45ml,27.51,31.26,7896026120555,15557,eurofarma-rx,Mais Medicamentos,0.12
Malvatricin Spray com 50ml - Meglabs,42.45,48.24,7896026120494,10590,eurofarma-rx,Gripe e Resfriado,0.12
Dersani Hidrogel com Alginato - 85g,68.28,77.99,7898087340132,10251,eurofarma-rx,Mais Medicamentos,0.12
Dersani Hidrogel Daudt - 30g,40.95,45.99,7898087340125,10066,eurofarma-rx,Mais Medicamentos,0.11
Bidrilac - 15 sachês,27.87,49.99,7896026100250,8734,eurofarma-rx,Mais Medicamentos,0.44
Bidrilac 1g - 6 sachês,24.58,28.9,7896026100243,6912,eurofarma-rx,Mais Medicamentos,0.15
Spray Própolis e Malva com 30ml - Megalabs,15.15,19.99,7896026170994,6695,eurofarma-rx,Gripe e Resfriado,0.24
Malvona com 200ml - Megalabs,36.2,41.14,7896026170567,6696,eurofarma-rx,Gripe e Resfriado,0.12
Venzer 32mg com 30 Comprimidos - Libbs,71.05,90.67,7896094206533,8547,eurofarma-rx,Mais Medicamentos,0.22
Venzer 8mg com 30 Comprimidos - Libbs,66.1,83.79,7896094206472,8546,eurofarma-rx,Mais Medicamentos,0.21
Salsep Jet - 100ml,35.71,40.58,7896094209701,8353,eurofarma-rx,Mais Medicamentos,0.12
Salsep Jet Kids - 100ml,35.92,40.82,7896094209695,8352,eurofarma-rx,Mais Medicamentos,0.12
Zider 10mg com 120 Comprimidos - Libbs,83.64,104.53,7896094209183,8154,eurofarma-rx,Mais Medicamentos,0.2
Zetron XL 150mg com 60 Comprimidos - Libbs,155.67,194.25,7896094209015,7587,eurofarma-rx,Mais Medicamentos,0.2
Zetron XL 300mg com 60 Comprimidos - Libbs,195.37,244.24,7896094209022,7186,eurofarma-rx,Mais Medicamentos,0.2
Velija 60mg com 60 Cápsulas - Libbs,198.79,253.73,7896094209558,7147,eurofarma-rx,Mais Medicamentos,0.22
Velija 30mg com 60 Cápsulas - Libbs,100.64,128.15,7896094209602,7148,eurofarma-rx,Mais Medicamentos,0.21
Plenance 20mg com 90 Comprimidos - Libbs,177.23,227.63,7896094208865,7054,eurofarma-rx,Colesterol e Triglicerídeos,0.22
Reconter 20mg com 60 Comprimidos - Libbs,195.68,245.51,7896094209541,6904,ems-generico,Mais Medicamentos,0.2
Iumi ES com 30 Comprimidos - Libbs,52.8,70.81,7896094210271,6267,ems-generico,Anticoncepcionais,0.25
Ansitec 5mg com 60 Comprimidos - Libbs,85.08,106.75,7896094209619,6033,ems-generico,Mais Medicamentos,0.2
Ansitec 10mg com 60 Comprimidos - Libbs,152.23,191.55,7896094209633,6034,ems-generico,Mais Medicamentos,0.21
Stanglit 30mg com 60 Comprimidos - Libbs,146.42,185.77,7896094210240,5909,ems-generico,Mais Medicamentos,0.21
Condroflan Ultrac com 60 Cápsulas - Airela,44.19,76.49,7894164007691,25605,ems-generico,Vitaminas,0.42
Nasonew Aires Spray - 100ml,32.55,49.49,7894164006700,25608,ems-generico,Mais Medicamentos,0.34
Nasonew Aires Jato Spray - 100ml,31.23,44.49,7894164005321,25609,ems-generico,Mais Medicamentos,0.3
Leite de Magnésia Magmilk Tradicional com 100ml - Airela,7.09,8.99,7894164005727,25607,ems-generico,Similar,0.21
Resfenax C Triplo - 20ml,3.82,10.01,7894164009015,25616,ems-generico,Mais Medicamentos,0.62
Abcalcium B12 Suspensão Oral Morango com 240ml - Airela,12.33,15.99,7894164008094,25613,ems-generico,Vitaminas,0.23
Nasonew Spray - 50ml,8.57,15.81,7894164005215,25610,ems-generico,Mais Medicamentos,0.46
Vitaxonzitos Tripla Kids com 60 Comprimidos - Airela,15.32,17.9,7894164007998,25612,ems-generico,Similar,0.14
Vitaxon C Kids - 120ml,9.47,12.99,7894164007424,25611,ems-generico,Mais Medicamentos,0.27
Leite de Magnésia Magmilk Hortelã com 100ml - Airela,7.13,8.99,7894164005734,25606,ems-generico,Similar,0.21
Vitaxon C Airela com 20ml - Airela,4.37,9.9,7894164005871,20890,ems-generico,Vitaminas,0.56
Vitaxon c 1g c\u002F10 cpr eferv,7.99,14.26,7894164001132,13690,ems-generico,Similar,0.44
Vitaxon C Tripla Ação com 10 Comprimidos - Airela,10.24,31.37,7894164006014,1485,ems-generico,Vitaminas,0.67
Guacoflus Xarope - 120ml,10.35,16.9,7894164007202,1451,ems-generico,Mais Medicamentos,0.39
Zirvit Kids com 150ml - Arese,68.87,70.99,7899824401031,9903,ems-generico,Vitaminas,0.03
Folacin 5mg com 30 Comprimidos - Arese,32.64,37.09,7899824400560,9813,ems-generico,Mais Medicamentos,0.12
Ossone - 30 Comprimidos,99.9,99.9,7899824400171,8733,ems-generico,Mais Medicamentos,0.0
Zirvit Baby com 30ml - Arese,44.31,49.9,7899824400201,8536,ems-generico,Vitaminas,0.11
Becan Cranberry com 20ml - Arese,71.81,73.99,7899824400782,7476,ems-generico,Vitaminas,0.03
Jofix 4mg com 10 Comprimidos - Arese,40.08,45.55,7899824400065,4995,ems-generico,Mais Medicamentos,0.12
Precol Gotas com 30ml - Arese,93.9,93.9,7899824400935,3766,ems-generico,Digestivo,0.0
Septam BD 875\u002F125mg com 14 Comprimidos - Arese,130.85,152.15,7899824401147,3518,ems-generico,Mais Medicamentos,0.14
Lacass - 14 comprimidos,58.39,66.35,7899824400478,1417,ems-generico,Mais Medicamentos,0.12
Pazine 315mg com 30 Comprimidos - Arese,62.74,71.29,7899824400546,772,ems-generico,Calmantes,0.12
Diovan HCT 160\u002F25mg com 28 Comprimidos - Novartis,139.95,164.65,7896261008076,16864,ems-generico,Mais Medicamentos,0.15
Flotac 70mg com 10 Cápsulas - Novartis,30.01,34.1,7896261003996,16511,ems-generico,Mais Medicamentos,0.12
Miflonide 400mcg 60 Cápsulas +1 Inalador - Novartis,81.46,95.83,7896261020573,15900,ems-generico,Mais Medicamentos,0.15
Ritalina LA 40mg com 30 Cápsulas - Novartis,327.37,385.14,7896261006874,15290,ems-generico,Mais Medicamentos,0.15
Ritalina LA 20mg com 30 Cápsulas - Novartis,296.97,349.38,7896261006850,15288,ems-generico,Mais Medicamentos,0.15
Ritalina LA 30mg com 30 Cápsulas - Novartis,311.83,366.86,7896261006867,15287,ems-generico,Mais Medicamentos,0.15
Tegretol CR 200mg com 60 Comprimidos - Novartis,75.84,89.22,7896261005198,14945,ems-generico,Mais Medicamentos,0.15
Tegretol 200mg com 60 Comprimidos - Novartis,73.73,89.22,7896261005181,14949,ems-generico,Mais Medicamentos,0.17
Tegretol CR 400mg com 60 Comprimidos - Novartis,182.81,215.07,7896261005747,14943,ems-generico,Mais Medicamentos,0.15
Tegretol Xarope 100ml - Novartis,27.78,34.02,7896261000742,14942,ems-generico,Mais Medicamentos,0.18
Tegretol 200mg com 20 Comprimidos -  Novartis,25.04,31.35,7896261000094,14948,ems-generico,Mais Medicamentos,0.2
Tegretol CR 200mg com 20 Comprimidos - Novartis,28.79,33.87,7896261000117,14946,ems-generico,Mais Medicamentos,0.15
Tegretol CR 400mg com 20 Comprimidos - Novartis,60.93,71.68,7896261000124,14944,ems-generico,Mais Medicamentos,0.15
Trileptal 300mg com 60 Comprimidos - Novartis,195.85,230.41,7896261005372,14739,ems-generico,Mais Medicamentos,0.15
Trileptal Suspensão Oral 100ml - Novartis,74.15,87.23,7896261011106,14736,ems-generico,Mais Medicamentos,0.15
Spidufen 770mg com 3 Comprimidos - Zambon,11.83,11.83,7898074611344,31702,ems-generico,Mais Medicamentos,0.0
Spidufen 770mg com 10 Comprimidos - Zambon,31.58,35.89,7898074610453,27024,ems-generico,Analgésicos,0.12
Spidufen Damasco 400mg\u002F770mg com 6 Envelopes de 3g - Zambon,20.43,23.22,7898074610354,27025,ems-generico,Anti-Inflamatórios,0.12
Spidufen 770mg - 20 comprimidos,54.82,62.29,7898074610651,27023,ems-generico,Analgésicos,0.12
Fisiogen Grávida - 30 cápsulas e 30 comprimidos,134.13,149.9,7898074613096,23727,ems-generico,Mais Medicamentos,0.11
Fisiogen Ferro Forte com 30 Cápsulas - Zambon,118.71,119.9,7898074613010,22579,ems-generico,Vitaminas,0.01
Spidufen Sabor Damasco 770mg com 10 Envelopes - Zambon,29.9,33.98,7898074617780,21366,ems-generico,Analgésicos,0.12
Dividol 70mg com 12 Cápsulas - Zambon,42.29,53.73,7898074616042,16830,ems-generico,Mais Medicamentos,0.21
Fluimucil D 600mg com 16 Envelopes - Zambon,67.95,77.22,7898074617322,16504,ems-generico,Gripe e Resfriado,0.12
Fluimucil 600mg com 16 Comprimidos Efervescentes - Zambon,65.34,69.51,7898074617612,16505,ems-generico,Gripe e Resfriado,0.06
Fluimucil Injeção com 5 Ampolas - Zambon,31.21,35.47,7898074616073,16503,ems-generico,Gripe e Resfriado,0.12
Fluimucil Xarope Adulto Zambon com 120ml - Zambon,38.27,44.5,7898074617438,16500,ems-generico,Gripe e Resfriado,0.14
Monuril Granulado Uso Oral com 1 Envelope - Zambon,59.47,69.15,7898074614178,15871,ems-generico,Mais Medicamentos,0.14
Seki Xarope - 120ml,26.0,29.55,7898074618183,15187,ems-generico,Mais Medicamentos,0.12
Spidufen Sabor Damasco com 10 Envelopes - Zambon,44.38,50.43,7898074617803,15063,ems-generico,Analgésicos,0.12
Meloxicam 15mg com 10 Comprimidos - Germed Genérico,12.18,42.14,7896004710686,11562,ems-generico,Mais Medicamentos,0.71
Furoato de Mometasona Pomada 20g - Germed Genérico,13.73,36.37,7896004715568,11565,ems-generico,Mais Medicamentos,0.62
Cloridrato de Terbinafina Creme 20g - Germed,14.38,33.85,7896004716671,11570,ems-generico,Mais Medicamentos,0.58
"Latanoprosta + Maleato de Timolol 2,5ml - Germed Genérico",47.19,158.68,7896004724515,11573,ems-generico,Mais Medicamentos,0.7
Clotrimazol + Acetato de Dexametasona Creme 40g - Germed Genérico,17.44,29.08,7896004715377,11568,ems-generico,Mais Medicamentos,0.4
Propionato de Clobetasol Pomada 30g - Germed Genérico,9.11,23.16,7896004712406,11559,ems-generico,Mais Medicamentos,0.61
"Desonida 0,5mg Pomada 30g - Germed Genérico",15.52,37.2,7896004711362,11567,ems-generico,Alergias e Infecções,0.58
Valerato de Betametasona Creme 30gr - Germed Genérico,9.95,26.42,7896004708881,11557,ems-generico,Mais Medicamentos,0.62
Atorvastatina Cálcica 80mg com 30 Comprimidos - Germed Genérico,56.53,146.99,7896004729497,11324,ems-generico,Colesterol e Triglicerídeos,0.62
Diclofenaco de Colestiramina 70mg com 14 Comprimidos - Germed Genérico,8.19,31.42,7896004711553,11318,ems-generico,Mais Medicamentos,0.74
Aceclofenaco Creme 30g - Germed Genérico,29.58,37.86,7896004716541,11325,ems-generico,Anti-Inflamatórios,0.22
Simeticona + Metilbrometo de Homatropina 20ml - Germed Genérico,16.85,37.56,7896004708676,11296,ems-generico,Mais Medicamentos,0.55
"Atenolol + Clortalidona 50\u002F12,5mg com 30 Comprimidos - Germed Genérico",13.16,35.03,7896004709154,10976,ems-generico,Hipertensão,0.62
Atenolol + Clortalidona 100\u002F25mg com 30 Comprimidos - Germed Genérico,25.09,52.64,7896004709147,10975,ems-generico,Hipertensão,0.52
Furoato de Mometasona Creme 20g - Germed Genérico,12.87,36.37,7896004715520,10964,ems-generico,Mais Medicamentos,0.65
Naprix 5mg com 90 Comprimidos - Libbs,139.79,183.38,7896094210714,19715,ems-generico,Mais Medicamentos,0.24
Ansitec 5mg com 90 Comprimidos - Libbs,109.44,137.37,7896094209626,19718,ems-generico,Mais Medicamentos,0.2
Ansitec 10mg com 90 Comprimidos - Libbs,195.85,245.98,7896094209640,19717,ems-generico,Mais Medicamentos,0.2
Cebralat 100mg com 120 Comprimidos - Libs,100.05,126.87,7896094210691,19713,ems-generico,Mais Medicamentos,0.21
"Naprix 2,5mg com 90 Comprimidos - Libbs",145.73,183.38,7896094210707,19724,ems-generico,Mais Medicamentos,0.21
Naprix 10mg com 90 Comprimidos - Libbs,146.22,183.38,7896094210721,19714,ems-generico,Mais Medicamentos,0.2
Cebralat 50mg com 120 Comprimidos - Libs,57.41,71.61,7896094210684,19720,ems-generico,Mais Medicamentos,0.2
Matrion - 30 comprimidos,43.66,45.9,7896094210134,18437,ems-generico,Mais Medicamentos,0.05
Ansitec 10mg com 20 Comprimidos - Libbs,53.98,68.38,7896094200234,17806,ems-generico,Mais Medicamentos,0.21
Ansitec 5mg com 20 Comprimidos - Libbs,30.17,38.11,7896094200227,17807,ems-generico,Mais Medicamentos,0.21
Caltren 10mg com 30 Comprimidos - Libs,70.22,79.79,7896094200982,17488,ems-generico,Mais Medicamentos,0.12
Caltren 20mg com 30 Comprimidos - Libs,132.87,150.99,7896094201002,17487,ems-generico,Mais Medicamentos,0.12
Cebralat 100mg com 60 Comprimidos - Libs,66.79,87.3,7896094202047,17443,ems-generico,Mais Medicamentos,0.23
Cebralat 50mg com 60 Comprimidos - Libs,34.83,43.48,7896094202030,17442,ems-generico,Mais Medicamentos,0.2
Cebrilin 20mg com 30 Comprimidos - Libs,167.42,207.64,7896094200968,17439,ems-generico,Mais Medicamentos,0.19
Predsim 20mg com 20 Comprimidos - Hypera,58.97,68.57,7891142200143,5599,ems-generico,Mais Medicamentos,0.14
Predsim 40mg com 10 Comprimidos - Hypera,73.56,85.53,7891142177209,5598,ems-generico,Mais Medicamentos,0.14
Atrofem 400mg com 10 Cápsulas - Hypera,23.13,26.9,7896094914971,5493,ems-generico,Analgésicos,0.14
Ofolato com 90 Comprimidos - Hypera,156.46,159.9,7896094917408,5464,ems-generico,Vitaminas,0.02
Tamarine Fibras Kids Sabor Morango - 240ml,59.74,60.9,7896094916524,5121,ems-generico,Mais Medicamentos,0.02
Rinosoro Jet Spray Infantil com 100ml - Hypera,36.9,46.48,7896094917385,5107,ems-generico,Gripe e Resfriado,0.21
Gelol Gel Massageador - 60g,30.67,36.92,7896094916890,5120,ems-generico,Mais Medicamentos,0.17
Addera D3 2.000ui com 30 Cápsulas - Hypera,55.2,59.9,7896094917712,5106,ems-generico,Vitaminas,0.08
Rinosoro XT com 30ml - Hypera,24.11,25.65,7896094917002,5029,ems-generico,Gripe e Resfriado,0.06
Addera D3 5.000ui com 30 Comprimidos - Hypera,99.43,115.62,7897322709970,4583,ems-generico,Mais Medicamentos,0.14
Fluviral Dia com 20 Comprimidos - Hypera,34.85,39.6,7896094918610,4538,ems-generico,Gripe e Resfriado,0.12
Fluviral Noite com 20 Comprimidos - Hypera,26.4,30.0,7896094916845,4537,ems-generico,Gripe e Resfriado,0.12
Fluviral Dia com 4 Comprimidos - Hypera,7.58,8.92,7896094915527,4364,ems-generico,Gripe e Resfriado,0.15
Fluviral Noite com 4 Comprimidos - Hypera,7.58,8.92,7896094916876,4363,ems-generico,Gripe e Resfriado,0.15
Atrofem 400mg com 2 Cápsulas - Hypera,5.02,5.91,7896094914995,4136,ems-generico,Analgésicos,0.15
LEIBA 1 BILHAO C\u002F6 PO SACHE,45.95,52.22,7896006222897,32894,ems-generico,Mais Medicamentos,0.12
Florastor com 12 Cápsulas - União Química Similar,22.9,22.9,7896006222675,31593,ems-generico,Mais Medicamentos,0.0
Espasmopan Composto 10ml - União Química,2.21,12.9,07896006297772,30159,ems-generico,Mais Medicamentos,0.83
Espasmopan Composto com 20 Comprimidos - União Química,13.45,14.9,07896006297765,29993,ems-generico,Mais Medicamentos,0.1
Bio-c Tripla Ação com 10 Comprimidos Efervescentes - União Química,14.38,14.9,7896006218111,29995,ems-generico,Gripe e Resfriado,0.03
Uniclarin Solução Oftalmológica com 15 ml - União Química,6.5,10.49,7896006212294,29557,ems-generico,Fitoterápicos,0.38
Font D 50.000UI com 8 Comprimidos - União Química,27.62,58.9,7896006218548,28961,ems-generico,Fitoterápicos,0.53
Neocopan Composto 10mg + 250mg com 20 Comprimidos - União Química,15.99,17.23,7896714233833,28850,ems-generico,Dor e Febre,0.07
"Cronoplex 7,5mg\u002Fml com 1 Frasco Gotejador de 20ml - União Química",13.79,16.04,7896006216711,28851,ems-generico,Similar,0.14
Zerolac 10.000FCC - 30 cápsulas,34.83,50.72,7896006216520,23217,ems-generico,Similar,0.31
Buscoveran composto sol oral 10ml,9.34,12.18,07893353041393,21165,ems-generico,Similar,0.23
Naxotec 500mg com 10 Comprimidos - União Química,16.82,18.9,07896006212690,21010,ems-generico,Anti-Inflamatórios,0.11
Font d 50.000ui c\u002F4 cpr,17.2,70.65,7896006219248,18345,ems-generico,Similar,0.76
Teste de Gravidez - Baby Sure,12.99,12.99,7896006228530,17694,ems-generico,Mais Medicamentos,0.0
Bio-c com 10 Comprimidos Efervecentes - União Química,5.99,13.2,7896006229957,17569,ems-generico,Gripe e Resfriado,0.55
Pentoxifilina 400mg com 30 Comprimidos - Germed Genérico,61.17,65.71,7896004713588,15556,ems-generico,Mais Medicamentos,0.07
Prednisona 20mg com 10 Comprimidos - Germed Genérico,6.15,23.87,7896004707990,15472,ems-generico,Mais Medicamentos,0.74
Tinidazol 500mg com 4 Comprimidos - Germed Genérico,17.27,20.6,7896004720708,14909,ems-generico,Mais Medicamentos,0.16
Fenofibrato 200mg com 30 Cápsulas - Germed Genérico,87.0,177.65,7896004723358,14434,ems-generico,Mais Medicamentos,0.51
Acetilcisteína 600mg 16 Envelopes - Germed,26.9,60.38,7896004713328,13930,ems-generico,Mais Medicamentos,0.55
Losartana Potássica 50mg com 30 Comprimidos - Germed Genérico,2.46,8.82,7896004708539,12991,ems-generico,Mais Medicamentos,0.72
Algestona Acetofenida + Enantato de Estradiol Ampola Injetável - Germed Genérico,17.06,20.96,7896004713625,12778,ems-generico,Anticoncepcionais,0.19
Atorvastatina Cálcica 10mg com 30 Comprimidos - Germed Genérico,6.73,73.5,7896004729466,12761,ems-generico,Colesterol e Triglicerídeos,0.91
Rosuvastatina Cálcica 20mg com 30 Comprimidos - Germed Genérico,11.7,166.1,7896004728865,12758,ems-generico,Mais Medicamentos,0.93
Risedronato Sódico 35mg com 4 Comprimidos - Germed Genérico,31.78,149.17,7896004723440,12712,ems-generico,Mais Medicamentos,0.79
"Drospirenona + Etinilestradiol 3mg + 0,03mg com 21 Comprimidos - Germed Genérico",16.07,52.56,7896004734408,12705,ems-generico,Anticoncepcionais,0.69
Desloratadina 5mg com 30 Comprimidos - Germed Genérico,20.06,73.25,7896004743233,12684,ems-generico,Mais Medicamentos,0.73
Prednisolona 20mg com 10 Comprimidos - Germed Genérico,8.64,20.67,7896004733241,12693,ems-generico,Mais Medicamentos,0.58
Desloratadina 5mg com 10 Comprimidos - Germed Genérico,9.74,55.5,7896004725673,12704,ems-generico,Mais Medicamentos,0.82
Cloridrato de Pioglitazona 30mg com 15 Comprimidos - Germed Genérico,38.77,74.46,7896004731735,12694,ems-generico,Diabetes,0.48
Tandriflan com 30 Comprimidos - União Química,15.19,38.13,7896006234517,14960,ems-generico,Anti-Inflamatórios,0.6
Topcoid Gel com 40g - União Química,25.07,28.1,7896006280507,14768,ems-generico,Anti-Inflamatórios,0.11
Vita Jr com 120ml - União Química,16.74,29.9,7896006227014,14326,ems-generico,Vitaminas,0.44
Carverol - 20 comprimidos,33.9,39.9,7897446000106,14327,ems-generico,Mais Medicamentos,0.15
Leiba 200mg - 12 cápsulas,34.08,58.48,7896006261803,13754,ems-generico,Mais Medicamentos,0.42
Naxotec 500mg com 24 Comprimidos - União Química,24.99,39.62,7897446000069,13373,ems-generico,Anti-Inflamatórios,0.37
Tandriflan c\u002F15 cpr,9.33,19.08,7896006234524,13297,ems-generico,Similar,0.51
Font D 200UI Gotas 20ml - União Química,28.24,38.92,7896006207733,12350,ems-generico,Similar,0.27
Font D 200UI Gotas com 10ml - União Química,16.9,20.86,7896006207726,12349,ems-generico,Vitaminas,0.19
Doxaprost 2mg com 30 Comrpimidos - União Química,7.85,32.16,7896006271543,11499,ems-generico,Mais Medicamentos,0.76
