,Nome,Preço sem desconto,Preço com desconto,Desconto (porcentagem),Código EAN,Marca
751,"Cloridrato de Amiodarona Medley 200mg, caixa com 30 comprimidos",35.04,35.04,0,,
752,"Level 100mcg + 20mcg, caixa com 21 comprimidos revestidos",28.51,28.51,0,,
753,"Candicort 20mg/g + 0,64mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",42.54,42.54,0,,
754,"Euthyrox 100mcg, caixa com 50 comprimidos",47.07,47.07,0,,
755,"Neocopan Composto 10mg + 250mg, caixa com 20 comprimidos revestidos",18.2,18.2,0,,
756,Oscillococcinum 6 Tubos Com 1G De Globulos,82.65,82.65,0,,
757,"Neovlar 0,25Mg + 0,05Mg, Caixa Com 21 Drageas",9.12,9.12,0,,
758,"Cataflam 50Mg, Caixa Com 20 Drageas",50.69,50.69,0,,
759,Neosoro Infantil 9mg mL Descongestionante Gotas 30mL,12.02,12.02,0,,
760,Paracetamol 750 Mg 20Cpr Neo,21.67,21.67,0,,
761,"Desonida EMS 0,5mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",37.76,37.76,0,,
762,Dornal Spray Aerosol para Massagem Extra Forte Kester 200g,44.34,44.34,0,,
763,"Buclina 25Mg, Caixa Com 30 Comprimidos",19.88,19.88,0,,
764,"Nimesulida Neo Química 100mg, caixa com 12 comprimidos",22.37,22.37,0,,
765,"Descongestionante Inalador Vick 0,5g",18.14,18.14,0,,
766,Acheflan 5mg ml 75ml Aerossol Aché,85.76,85.76,0,,
767,Gracial 025 + 0040 + 0125 + 0030mg caixa com 22 comprimidos,57.05,57.05,0,,
768,Hixizine 25mg caixa com 30 comprimidos,59.14,59.14,0,,
769,"Levoid 38Mcg, Caixa Contendo 30 Comprimidos",11.57,11.57,0,,
770,"Cloridrato de Ciclobenzaprina Biosintética - Aché 10mg, caixa com 15 comprimidos revestidos",18.51,18.51,0,,
771,Trok N Pomada 30g,40.11,40.11,0,,
772,Atorvastatina 10 Mg 30 Comprimidos Eur,70.67,70.67,0,,
773,Daflon 1000mg Servier 60 Comprimidos,314.35,314.35,0,,
774,"Ceci 1Mg + 2Mg, Caixa Com 28 Comprimidos Revestidos",89.18,89.18,0,,
775,"Ambroxmel 3Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope Pediatrico, Mel",23.93,23.93,0,,
776,Acebrofilina Xpe Ped Cim,25.34,25.34,0,,
777,Paracetamol 750mg 20 Comprimidos - Cimed,23.6,23.6,0,,
778,Óleo Mineral ADV Farma frasco com 100mL de óleo de uso dermatológico ou oral,17.44,17.44,0,,
779,"Atenolol Sandoz 25mg, caixa com 30 comprimidos revestidos",20.09,20.09,0,,
780,Neosaldina Dip 1Gr Com 10 Comprimidos,19.98,19.98,0,,
781,Zyxem Dicloridrato de Levocetirizina 5mg mL Gotas 20mL,85.61,85.61,0,,
782,Diclofenaco Colestiramina - Medley 70mg caixa com 20 cápsulas,36.34,36.34,0,,
783,"Orlistate Prati-Donaduzzi 120mg, caixa com 21 cápsulas duras",86.59,86.59,0,,
784,"Bálsamo Bengué 0,10g + 0,15g, caixa com 1 bisnaga com 20g de gel de uso dermatológico",22.17,22.17,0,,
785,"Alektos 20Mg, Caixa Com 20 Comprimidos",67.47,67.47,0,,
786,"Ultrafer 50Mg Ml, Caixa Com 1 Frasco Gotejador Com 30Ml De Solucao De Uso Oral",46.96,46.96,0,,
787,"Aminofilina Comprimido Teuto 100Mg, Caixa Com 20 Comprimidos",5.74,5.74,0,,
788,"Cloridrato De Tansulosina Ems 0,4Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",135.17,135.17,0,,
789,"Predsim Solucao Oral 3Mg Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Oral + Dosador",59.96,59.96,0,,
790,"Venzer Hct 8Mg + 12,5Mg, Caixa Com 30 Comprimidos",89.31,89.31,0,,
791,Vitamina C Aceviton Zinco 10 Comprimidos Efervecente,28.19,28.19,0,,
792,Annita 20 Mg Suspensao 45 Ml,29.87,29.87,0,,
793,Fentizol Creme Vaginal 7 Aplicadores,45.54,45.54,0,,
794,"Omeprazol Nova Química 40mg, caixa com 30 cápsulas duras de liberação retardada (embalagem fracionada)",99.29,99.29,0,,
795,Trombofob Gel 40Gr,29.4,29.4,0,,
796,"Nevralgex 300mg + 50mg + 35mg, caixa com 30 comprimidos",23.21,23.21,0,,
797,"Nistatina Gotas Prati-Donaduzzi 100.000Ui Ml, Caixa Com 1 Frasco Gotejador Com 50Ml De Suspensao De Uso Oral",28.85,28.85,0,,
798,"Adinos 0,5Mg G, Caixa Com 1 Bisnaga Com 15G De Gel Creme De Uso Dermatologico",20.64,20.64,0,,
799,"Nesina Met 12,5Mg + 1000Mg, Caixa Com 60 Comprimidos Revestidos",173.83,173.83,0,,
800,"Plasil Comprimido 10mg, caixa com 20 comprimidos",13.43,13.43,0,,
801,"Metrexato 2,5mg, caixa com 24 comprimidos",39.07,39.07,0,,
802,"Proctosan 0,5% + 2% + 2% + 10%, caixa com 1 bisnaga com 20g de pomada de uso retal + 6 aplicadores",84.94,84.94,0,,
803,"Tinidazol + Nitrato de Miconazol Creme Vaginal Cosmed 30mg/g + 20mg/g, caixa com 1 bisnaga com 40g de creme de uso vaginal + 7 aplicadores",41.18,41.18,0,,
804,"Indux 50Mg, Caixa Com 10 Comprimidos",72.51,72.51,0,,
805,"Sinvastatina Pharlab 10mg, caixa com 30 comprimidos revestidos",20.43,20.43,0,,
806,"Labirin 24Mg, Caixa Com 30 Comprimidos",56.72,56.72,0,,
807,Pepsamar 10 Comprimidos X20,7.19,7.19,0,,
808,"Lacto-Purga 5mg, caixa com 16 comprimidos revestidos",12.4,12.4,0,,
809,Ster 10mg 5ml Suspensão Genom,31.14,31.14,0,,
810,Atorvastatina 40 Mg 30 Comprimidos Ems,148.92,148.92,0,,
811,Suplemento Urocran Cranberry 30 cápsulas,117.9,117.9,0,,
812,Ezetimiba 10Mg Com 60 Comprimidos Althaia,143.48,143.48,0,,
813,Crevagin Creme Vaginal 40 Gramas 7 Aplicadores,48.99,48.99,0,,
814,"Predsim Comprimido 20mg, caixa com 10 comprimidos",37.3,37.3,0,,
815,"Selozok 25mg, caixa com 30 comprimidos de liberação controlada",38.61,38.61,0,,
816,"Diad 1,5mg 1 Comprimido",21.29,21.29,0,,
817,"Beserol 300mg + 125mg + 50mg + 30mg, caixa com 12 comprimidos",26.17,26.17,0,,
818,"Prednisona Germed Pharma 20Mg, Caixa Com 10 Comprimidos",24.29,24.29,0,,
819,"Sorine Ssc Jet Baby 0,9 , Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Nasal",40.3,40.3,0,,
820,Maleato de Enalapril 20mg 30 comprimidos Generico,28.44,28.44,0,,
821,Ferripolimaltose 50mg mL Gotas 30mL Genérico Biolab,33.79,33.79,0,,
822,"Spray Apis Flora Propolis, Mel E Menta 30Ml",15.54,15.54,0,,
823,"Rinosoro 9,0mg mL Descongestionante Spray 30mL",22.48,22.48,0,,
824,"Addera D3 Capsulas 50.000Ui, Caixa Com 4 Capsulas Moles",135.31,135.31,0,,
825,"Maracugina PI 420mg, caixa com 20 comprimidos revestidos",35.4,35.4,0,,
826,Petivit BC Xarope 240mL,26.9,26.9,0,,
827,Cloridrato de Dorzolamida 2  colirio 5ml ger,72.86,72.86,0,,
828,Decadron 2Mg 2Amp 1Cc,16.53,16.53,0,,
829,Cosopt 2  5ml Solução Merck,177.41,177.41,0,,
830,"Libiam 1,25Mg, Caixa Com 28 Comprimidos Revestidos",58.79,58.79,0,,
831,Motilex Ha Com 30 Capsulas,190.4,190.4,0,,
832,Simeticona 125mg 10 Cápsulas - Biolab,12.88,12.88,0,,
833,"AltaD Caps 1.000UI, caixa com 30 cápsulas moles",32.0,32.0,0,,
834,"Untral Biotina 2,5mg 30 cápsulas",131.27,131.27,0,,
835,Flavonid Diosmina 450mg + Hesperidina 50mg 60 comprimidos,169.23,169.23,0,,
836,Vitamina D Doss 2.000UI com 4 Cápsulas,19.01,19.01,0,,
837,"Suavicid 40mg + 0,5mg + 0,1mg Creme com 30g",208.69,208.69,0,,
838,"Bravan Duo 160mg + 10mg, caixa com 30 comprimidos revestidos",64.78,64.78,0,,
839,Creme Dermatológico Emla 25mg 1 bisnaga com 5g + 2 bandagens oclusivas,28.51,28.51,0,,
840,Ferrovitan Com Colina Solução Oral 60mL,79.24,79.24,0,,
841,Cialis Diário 5mg 30 Comprimidos Revestidos,286.94,286.94,0,,
842,Lacday 10.000U.Fcc 30 Comprimidos Mastigáveis,93.33,93.33,0,,
843,Pradaxa 150mg Boehringer 30 Cápsulas,195.36,195.36,0,,
844,Mesalazina 800mg Germed 30 Comprimidos,106.16,106.16,0,,
845,"Bravan 160mg, caixa com 30 comprimidos revestidos",48.18,48.18,0,,
846,"Nifedipress 20Mg, Caixa Com 30 Comprimidos De Liberacao Retardada",27.46,27.46,0,,
847,Lactofos 15saches 6gr,91.0,91.0,0,,
848,Levedo de Cerveja Kester 100 comprimidos,43.18,43.18,0,,
849,Lavitan A-Z + Mulher 60 Comprimidos Revestidos,73.28,73.28,0,,
850,Orlistate 120mg 42 cápsulas Prati Donaduzzi Genérico,180.58,180.58,0,,
851,"Drospirenona + Etinilestradiol Eurofarma 3mg + 0,03mg, caixa com 63 comprimido revestidos",116.88,116.88,0,,
852,Leite De Magnesia Sabor Hortela 120Ml Cimed,13.63,13.63,0,,
853,Ofolato Caixa Com 90 Comprimidos,222.22,222.22,0,,
854,Daflon 500mg caixa com 60 comprimidos revestidos,211.74,211.74,0,,
855,Ixium 50mg creme dermatológico 12 sachês com 025g,329.45,329.45,0,,
856,Calamed Locao Pos Sol 100 Ml,25.83,25.83,0,,
857,Drenison Creme 30g,44.5,44.5,0,,
858,Atenolol 25Mg 30Cpr Bio Genn,15.77,15.77,0,,
859,Coristina D Pro Com 16 Comprimidos,38.92,38.92,0,,
860,"Diclin 2mg + 0,035mg, caixa com 63 comprimidos revestidos",57.02,57.02,0,,
861,"Tylenol Gotas 200mg/mL, caixa com 1 frasco gotejador com 15mL de solução de uso oral",45.18,45.18,0,,
862,"Paracetamol Prati-Donaduzzi 500mg, caixa com 20 comprimidos",17.43,17.43,0,,
863,"Nimesulida EMS 100mg, caixa com 12 comprimidos",19.15,19.15,0,,
864,"Allegra D 60mg + 120mg, caixa com 10 comprimidos revestidos de liberação prolongada",69.44,69.44,0,,
865,"Levotiroxina Sodica Merck 125Mcg, Caixa Com 30 Comprimidos",14.36,14.36,0,,
866,"Iumi 3mg + 0,02mg, caixa com 24 comprimidos revestidos",70.81,70.81,0,,
867,"Dropropizina Biosintetica 3Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope Adulto + 1 Copo Medidor",16.31,16.31,0,,
868,"Polaramine 0,4mg/mL, caixa com 1 frasco com 120mL de solução de uso oral + copo medidor",33.71,33.71,0,,
869,Valerato de Betametasona 1mg Neo Química Creme Dermatológico 30g,27.07,27.07,0,,
870,"Risedross 35Mg, Caixa Com 4 Comprimidos Revestidos",74.03,74.03,0,,
871,"Neolefrin Comprimido 400mg + 20mg, 400mg + 4mg, caixa com 20 comprimidos",17.99,17.99,0,,
872,"Miorrelax 300mg + 50mg + 35mg, caixa com 30 comprimidos",19.65,19.65,0,,
873,Sulfato Ferroso Kester 60 comprimidos,31.0,31.0,0,,
874,Prednisolona 20mg Germed 10 Comprimidos,20.68,20.68,0,,
875,Maleato de Enalapril 5mg Germed 30 Comprimidos,22.4,22.4,0,,
876,Ciprofibrato 100mg 30 comprimidos Biolab Genérico,60.52,60.52,0,,
877,"Amora 2mg + 0,03mg 21 Comprimidos",45.68,45.68,0,,
878,Propomax Kids Gomas de Morango c  20 unidades Apis Flora,22.92,22.92,0,,
879,"Bilastina 20Mg E.M.S., Caixa Com 15 Comprimidos",40.53,40.53,0,,
880,"Cetoconazol + Dipropionato De Betametasona + Sulfato De Neomicina Eurofarma 20Mg G + 0,64Mg G + 2,5Mg G, Caixa Com 1 Bisnaga Com 30G De Pomada De Uso Dermatologico",25.91,25.91,0,,
881,"Vodol 20mg/g, caixa com 1 bisnaga com 28g de creme de uso dermatológico",31.8,31.8,0,,
882,"Benicar 40Mg, Caixa Com 30 Comprimidos Revestidos",80.88,80.88,0,,
883,"Azukon MR 30mg, caixa com 30 comprimidos de liberação prolongada",21.11,21.11,0,,
884,"Lansoprazol Nova Quimica 30Mg, Caixa Com 28 Capsulas Gelatinosas Duras Com Microgranulos De Liberacao Retardada",98.07,98.07,0,,
885,"Levoid 25Mcg, Caixa Contendo 30 Comprimidos",17.61,17.61,0,,
886,Aceratum 100mg mL 10mL Delta,22.85,22.85,0,,
887,"Cloridrato de Fexofenadina Cimed 180mg, caixa com 10 comprimidos revestidos",69.83,69.83,0,,
888,Prednisona 20mg Genérico Neo Química 20 Comprimidos,45.81,45.81,0,,
889,"Ibuprofeno Comprimido Prati-Donaduzzi 600mg, caixa com 20 comprimidos revestidos",19.77,19.77,0,,
890,"Clinfar 20Mg, Caixa Com 30 Comprimidos Revestidos",52.81,52.81,0,,
891,"Bravan HCT Valsartana 160mg + Hidroclorotiazida 12,5mg 30 comprimidos",71.83,71.83,0,,
892,"Bimatoprosta Medley 0,3Mg Ml, Caixa Com 1 Frasco Gotejador Com 3Ml De Solucao De Uso Oftalmico",97.23,97.23,0,,
893,"Meloxicam 7,5mg Eurofarma 10 Comprimidos",24.29,24.29,0,,
894,Prednisolona 5mg Eurofarma 10 Comprimidos,7.74,7.74,0,,
895,"Maleato De Enalapril 10Mg Vitamedic, Caixa Com 30 Comprimidos",8.22,8.22,0,,
896,Hidratante Top Beauty Abençoada Cerinha SOS Unhas 6g,8.65,8.65,0,,
897,Lomecan Creme Vaginal 3 Dias 20 Gramas,54.99,54.99,0,,
898,Pyverm 100mg 6 Comprimidos Revestidos,36.02,36.02,0,,
899,Suplemento Memoriol 30 Comprimidos,99.84,99.84,0,,
900,Plenance Eze 5mg + 10mg 30 Comprimidos,75.78,75.78,0,,
901,Flex S Genom 30 sachês de 4g,142.94,142.94,0,,
902,Floral De Bach Polinize Harmonia Sexual 30mL,48.77,48.77,0,,
903,Sedatif Pc Com 60 Comprimidos,90.15,90.15,0,,
904,"Ciflogex Pastilha 3mg, caixa com 12 pastilhas, sabor mel-limão",20.52,20.52,0,,
905,"Polvilho Antisséptico Granado 3,0g + 0,352g + 17,602g + 11,735g, caixa com 1 frasco com 200g de pó de uso dermatológico",24.38,24.38,0,,
906,Diosmin creme 200gr,82.0,82.0,0,,
907,"Addera D3 Capsulas 7000Ui, Caixa Com 4 Capsulas Moles",39.73,39.73,0,,
908,Suplemento Vitaminico Calcitran Mdk 30 Comprimidos,58.53,58.53,0,,
909,Ibandronato De Sodio 150Mg 1 Comprimido Eurofarma,83.42,83.42,0,,
910,"Atenolol 50mg + Clortalidona 12,5mg Germed 30 Comprimidos",35.05,35.05,0,,
911,"Fenofibrato 200Mg Neo Quimica, Caixa Com 30 Capsulas Gelatinosas Duras",101.86,101.86,0,,
912,"Suplemento Alimentar Trifor Sabor Tangerina 30 Sachês 12,3g",236.97,236.97,0,,
913,Viagra 50mg 1 Comprimido Revestido,35.9,35.9,0,,
914,"Levoid 88mcg, Caixa Contendo 30 Comprimidos",25.93,25.93,0,,
915,Baycuten N Creme 40Gr,46.14,46.14,0,,
916,Consoni Melatonina 210mcg Kester 30ml,49.8,49.8,0,,
917,"Mamades 0,075 Mg 28 Comprimidos",35.9,35.9,0,,
918,Locao Para Pernas E Pes Fletop 200Ml,78.75,78.75,0,,
919,"Carvedilol 12,5Mg 30Cp Med Gen",47.65,47.65,0,,
920,Comprar Stele 1mg g Creme Vaginal 50g,64.29,64.29,0,,
921,"Topison 1Mg G, Caixa Com 1 Bisnaga Com 20G De Creme De Uso Dermatologico",68.76,68.76,0,,
922,"Decadron 4mg, caixa com 10 comprimidos",24.0,24.0,0,,
923,"Benalet 5Mg + 50Mg + 10Mg, Caixa Com 12 Pastilhas, Sabor Menta",40.85,40.85,0,,
924,"Britens 2Mg Ml + 5Mg Ml, Caixa Com 1 Frasco Gotejador Com 10Ml De Solucao De Uso Oftalmico",163.38,163.38,0,,
925,"Trezor 10mg, caixa com 30 comprimidos revestidos",39.3,39.3,0,,
926,"Allegra 180mg, caixa com 10 comprimidos revestidos",125.17,125.17,0,,
927,"Magnen B6 722,22Mg + 1Mg, Caixa Com 30 Comprimidos Revestidos",121.26,121.26,0,,
928,"Resfenol 40mg/mL + 0,6mg/mL + 0,6mg/mL, caixa com 1 frasco com 100mL de solução de uso oral",28.23,28.23,0,,
929,"Rinosoro SIC 9mg/mL, frasco com 50mL de solução de uso nasal",34.24,34.24,0,,
930,"Aradois 25mg, caixa com 60 comprimidos revestidos",88.03,88.03,0,,
931,Gastrogel Fresh Susp 150 Ml,22.0,22.0,0,,
932,Sominex 20Cpr Ems,49.55,49.55,0,,
933,Succinato de Metoprolol 50mg Biolab 30 Comprimidos,46.9,46.9,0,,
934,"Sumax Comprimido 25mg, caixa com 4 comprimidos revestidos",31.05,31.05,0,,
935,"Betatrinta 5Mg Ml + 2Mg Ml, Caixa Com 1 Ampola Com 1Ml De Suspensao De Uso Intramuscular + Seringa Dosadora",28.85,28.85,0,,
936,"Maleato de Dexclorfeniramina Creme EMS 10mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",14.32,14.32,0,,
937,Vick Vaporub 30 Gramas Pomada,38.86,38.86,0,,
938,"Gastrogel Comprimido 153Mg + 200Mg + 25Mg, Caixa Com 20 Comprimidos Mastigaveis",21.37,21.37,0,,
939,Foldan Pom 45Gr,41.88,41.88,0,,
940,"Novalgina Comprimido 1g, caixa com 10 comprimidos efervescentes",32.57,32.57,0,,
941,"Dicloridrato de Betaistina Eurofarma 24mg, caixa com 30 comprimidos",36.01,36.01,0,,
942,"Dprev 7.000Ui, Caixa Com 30 Comprimidos Revestidos",68.43,68.43,0,,
943,Cerazette 75mcg Organon 84 Comprimidos,136.67,136.67,0,,
944,"Xigduo XR 5mg + 1000mg, caixa com 60 comprimidos revestidos﻿",249.44,249.44,0,,
945,"Labirin 24Mg, Caixa Com 60 Comprimidos",112.33,112.33,0,,
946,"Bissulfato de Clopidogrel Nova Química 75mg, caixa com 28 comprimidos revestidos",67.38,67.38,0,,
947,"Diclofenaco Potassico Cimed 50Mg, Caixa Com 20 Comprimidos Revestidos",13.73,13.73,0,,
948,"Florax SM 100 milhões/mL, caixa com 5 flaconetes com 5mL de suspensão de uso oral",52.41,52.41,0,,
949,Phosfoenema caixa com 1 frasco com 130mL de solução de uso retal,19.47,19.47,0,,
950,"Predsim Gotas 11Mg Ml, Caixa Com 1 Frasco Gotejador Com 20Ml De Solucao De Uso Oral",42.86,42.86,0,,
951,"Monocordil 20mg, caixa com 30 comprimidos",19.27,19.27,0,,
952,"Simeticona Medley 125Mg, Caixa Com 10 Capsulas Gelatinosas Moles",22.21,22.21,0,,
953,"Levoid 100Mcg, Caixa Contendo 30 Comprimidos",17.02,17.02,0,,
954,"Ciproterona+Etin 2+0,035Mg 21Cpr Cif",22.01,22.01,0,,
955,Atenolol 50mg 30cpr neo gen,15.89,15.89,0,,
956,Colirio neo brasil 20ml,16.73,16.73,0,,
957,"Levoid 125Mcg, Caixa Contendo 30 Comprimidos",25.96,25.96,0,,
958,"Esomeprazol Magnesico Germed Pharma 40Mg, Caixa Com 28 Comprimidos Revestidos De Liberacao Retardada",288.08,288.08,0,,
959,"Atrovent 0,25mg/mL, caixa com 1 frasco com 20mL de solução de uso inalatório",29.57,29.57,0,,
960,"Dicloridrato de Hidroxizina EMS 25mg, caixa com 30 comprimidos",36.44,36.44,0,,
961,"Dramin B6 25mg/mL + 5mg/mL, caixa com 1 frasco gotejador com 30mL de solução de uso oral",23.17,23.17,0,,
962,Plenance 10mg 90 comprimidos,136.61,136.61,0,,
963,Prolive Caixa Contendo 15 Capsulas,76.35,76.35,0,,
964,"Desalex 0,5mg mL Xarope Solução Oral 60mL",62.84,62.84,0,,
965,Glifage 850 Mg 30 Comprimidos,38.1,38.1,0,,
966,Vitamina D Doss 2.000UI com 12 Cápsulas,43.3,43.3,0,,
967,"Gripinew 250mg + 30mg + 250mg + 2mg, caixa com 20 comprimidos revestidos",22.65,22.65,0,,
968,Profenid Entérico 100mg caixa com 20 comprimidos revestidos,77.21,77.21,0,,
969,"Simeticona Comprimido Biosintética 40mg, caixa com 20 comprimidos",15.89,15.89,0,,
970,Itraconazol 100mg Genérico Eurofarma 15 Cápsulas,161.57,161.57,0,,
971,Hidroquinona 40mg g Creme 30g EMS Genérico,53.27,53.27,0,,
972,Xarope Ambroxmel Adulto Cimed 120mL,25.33,25.33,0,,
973,Isotretinoina 20Mg 30Cap Nq,131.01,131.01,0,,
974,Penvir Fanciclovir 125mg 10 comprimidos,115.34,115.34,0,,
975,"Colageno Hidrolisado 750Mg Qualynutri, Com 120 Capsulas",46.97,46.97,0,,
976,Gaballon Com 20 Comprimidos,35.81,35.81,0,,
977,ZZ Florais Bach Tpm Menopausa 30 Ml,48.77,48.77,0,,
978,Antrofi Creme Vaginal Eurofarma 30g + 20 Aplicadores,94.64,94.64,0,,
979,"Rinosoro Jet 0,9  Solução Nasal 100mL",49.8,49.8,0,,
980,"Yaz 3mg + 0,02mg, caixa com 24 comprimidos revestidos + 4 comprimidos placebos﻿",107.65,107.65,0,,
981,"Albocresil 18Mg Ml, Caixa Com 1 Bisnaga Com 50G De Gel De Uso Ginecologico",32.79,32.79,0,,
982,"Nitrato De Miconazol Creme Cimed 20Mg G, Caixa Com 1 Bisnaga Com 28G De Creme De Uso Dermatologico",18.78,18.78,0,,
983,"Sirdalud 2mg, caixa com 30 comprimidos",63.0,63.0,0,,
984,"Fenofibrato Ems 200Mg, Caixa Com 30 Capsulas Gelatinosas Duras",111.7,111.7,0,,
985,"Ezetimiba + Sinvastatina EMS 10mg + 20mg, caixa com 30 comprimidos",97.38,97.38,0,,
986,"Dorto 150Mg, Caixa Com 1 Comprimido Revestido",73.19,73.19,0,,
987,Atropa Belladonna D1 pomada com 25g,47.89,47.89,0,,
988,"Ablok Plus 50mg + 12,5mg, caixa com 30 comprimidos",45.15,45.15,0,,
989,Procimax 40mg caixa com 28 comprimidos revestidos,178.5,178.5,0,,
990,"Kóide D 0,25mg/5mL + 2mg/5mL, caixa com 1 frasco com 120mL de xarope + copo medidor",49.29,49.29,0,,
991,Meritor 2mg + 1000mg 30 Comprimidos Revestidos,60.21,60.21,0,,
992,"Finalop 1Mg, Caixa Com 30 Comprimidos Revestidos",81.55,81.55,0,,
993,Renitec Maleato de Enalapril 10mg 30 comprimidos,24.78,24.78,0,,
994,Dprev 50.000ui 8 Comprimidos Revestidos,123.81,123.81,0,,
995,Vitamina Alta D 50000UI 4 Cápsulas,90.82,90.82,0,,
996,"Noretisterona 0,35mg 35 comprimidos Biolab Genérico",9.5,9.5,0,,
997,Mesacol 500mg 15 Supositórios,152.06,152.06,0,,
998,Vitergan Master N com 70 Comprimidos,207.59,207.59,0,,
999,"Motilium 10mg, caixa com 30 comprimidos",35.04,35.04,0,,
1000,"Losartana Potassica + Hidroclorotiazida 50 12,5Mg 30Cpr Biol",44.35,44.35,0,,
1001,"Advantan Locao 1Mg G, Caixa Com 1 Bisnaga Com 20G De Emulsao De Uso Dermatologico",104.54,104.54,0,,
1002,"Vesomni 6Mg + 0,4Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongada",219.65,219.65,0,,
1003,Castanha Da India Atalaia 30Drg,54.05,54.05,0,,
1004,Losartana Potássica 100mg + Hidroclorotiazida 25mg 30 comprimidos,97.15,97.15,0,,
1005,Adipept 40mg 42 Comprimidos,66.61,66.61,0,,
1006,"Vertizine D 3mg + 10mg, caixa contendo 20 comprimidos",91.23,91.23,0,,
1007,"Aciclovir Creme Neo Química 50mg/g, caixa com 1 bisnaga com 10g de creme de uso dermatológico",29.11,29.11,0,,
1008,"Forfig 200Mg, Caixa Com 60 Comprimidos Revestidos",189.73,189.73,0,,
1009,"Mylanta Plus 80Mg Ml + 80Mg Ml + 6Mg Ml, Caixa Com 1 Frasco Com 240Ml De Suspensao De Uso Oral, Menta",52.92,52.92,0,,
1010,Equilid 50mg caixa com 20 cápsulas,19.01,19.01,0,,
1011,Frisium 10mg caixa com 20 comprimidos,22.45,22.45,0,,
1012,Centrum Select Homem 30Cp,88.78,88.78,0,,
1013,Diminut 0075 + 002mg caixa com 21 comprimidos revestidos,47.28,47.28,0,,
1014,Tiorfan Racecadotrila 100mg 9 cápsulas,53.86,53.86,0,,
1015,"Carvedilol Biosintetica 6,25Mg, Caixa Com 30 Comprimidos",48.62,48.62,0,,
1016,"Histamin 0,4mg/mL, caixa com 1 frasco com 100mL de xarope + copo medidor",24.21,24.21,0,,
1017,"Leite de Magnésia de Phillips 1282,50mg/15mL, frasco com 120mL de suspensão de uso oral (sabor tradicional)",19.78,19.78,0,,
1018,"Euthyrox 25mcg, caixa com 50 comprimidos",36.0,36.0,0,,
1019,"Carvedilol Biosintética - Aché 25mg, caixa com 30 comprimidos",94.93,94.93,0,,
1020,Cetoprofeno 50 Mg 24 Comprimidos Med,29.31,29.31,0,,
1021,Atenolol 50mg Genérico Medley 30 Comprimidos,17.09,17.09,0,,
1022,Succinato de Metoprolol 25mg Medley 30 Comprimidos Revestidos,21.97,21.97,0,,
1023,"Succinato De Metoprolol Medley 50Mg, Caixa Com 30 Comprimidos Revestidos De Liberacao Prolongadaï»¿",44.12,44.12,0,,
1024,"Nistatina Creme Vaginal Neo Química 25.000UI/g, caixa com 1 bisnaga com 60g de creme de uso vaginal + 14 aplicadores",19.89,19.89,0,,
1025,"Polaramine 6Mg, Caixa Com 12 Drageas",33.79,33.79,0,,
1026,"Predsim Comprimido 5Mg, Caixa Com 10 Comprimidos",12.75,12.75,0,,
1027,Fentizol 20mg Aché 30mL Spray,65.18,65.18,0,,
1028,"Unizinco 17,60Mg Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Oral + Copo Medidor",33.07,33.07,0,,
1029,"Dexilant 30Mg, Caixa Com 30 Capsulas De Liberacao Retardada",120.63,120.63,0,,
1030,"Cloridrato De Nebivolol Biolab Genericos 5Mg, Caixa Com 30 Comprimidos",50.84,50.84,0,,
1031,"Nimesulida Eurofarma 100mg, caixa com 12 comprimidos",31.68,31.68,0,,
1032,Glifage 500mg com 30 comprimidos,28.33,28.33,0,,
1033,@ Macrodantina 100Mg 28Cpr,16.06,16.06,0,,
1034,Dexametasona Elixir Teu Gen,14.53,14.53,0,,
1035,"Risedronato Sódico Althaia 150mg, caixa com 1 comprimidos revestidos",67.88,67.88,0,,
1036,"Clotrimazol Creme Vaginal Medley 20mg/g, caixa com 1 bisnaga com 20g de creme de uso vaginal + 3 aplicadores",60.18,60.18,0,,
1037,"Novalgina 1Gr, Caixa Com 20 Comprimidos",42.07,42.07,0,,
1038,Valerimed 50mg 20 Comprimidos Revestidos,24.77,24.77,0,,
1039,Acetilcisteína 40mg Kester xarope 120ml,29.0,29.0,0,,
1040,Gerilon 60 Cápsulas Gelatinosas Moles,106.45,106.45,0,,
1041,Venaflon 900 100mg 60 Comprimidos Revestidos,267.26,267.26,0,,
1042,"Cloridrato De Fexofenadina 120Mg E.M.S., Caixa Com 10 Comprimidos Revestidos",46.24,46.24,0,,
1043,Siblima 0015 + 60mg caixa com 24 comprimidos revestidos,42.96,42.96,0,,
1044,"Sulfato De Neomicina + Bacitracina Zincica Medley 5Mg G + 250Ui G, Caixa Com 1 Bisnaga Com 15G De Pomada De Uso Dermatologico",13.08,13.08,0,,
1045,Advil Mulher 400Mg Com 2 Comprimidos,6.6,6.6,0,,
